country;variable;percentile;year;value;age;pop
GW;aecogoi992;p0p100;1986;30879.3;992;i
GW;aecogoi992;p0p100;1987;26875.6;992;i
GW;aptincj992;p0p1;1980;0;992;j
GW;aptincj992;p0p1;1981;0;992;j
GW;aptincj992;p0p1;1982;0;992;j
GW;aptincj992;p0p1;1983;0;992;j
GW;aptincj992;p0p1;1984;0;992;j
GW;aptincj992;p0p1;1985;0;992;j
GW;aptincj992;p0p1;1986;0;992;j
GW;aptincj992;p0p1;1987;0;992;j
GW;aptincj992;p0p1;1988;0;992;j
GW;aptincj992;p0p1;1989;0;992;j
GW;aptincj992;p0p1;1990;0;992;j
GW;aptincj992;p0p1;1991;0;992;j
GW;aptincj992;p0p1;1992;0;992;j
GW;aptincj992;p0p1;1993;0;992;j
GW;aptincj992;p0p1;1994;0;992;j
GW;aptincj992;p0p1;1995;0;992;j
GW;aptincj992;p0p1;1996;0;992;j
GW;aptincj992;p0p1;1997;0;992;j
GW;aptincj992;p0p1;1998;0;992;j
GW;aptincj992;p0p1;1999;0;992;j
GW;aptincj992;p0p1;2000;0;992;j
GW;aptincj992;p0p1;2001;0;992;j
GW;aptincj992;p0p1;2002;0;992;j
GW;aptincj992;p0p1;2003;0;992;j
GW;aptincj992;p0p1;2004;0;992;j
GW;aptincj992;p0p1;2005;0;992;j
GW;aptincj992;p0p1;2006;0;992;j
GW;aptincj992;p0p1;2007;0;992;j
GW;aptincj992;p0p1;2008;0;992;j
GW;aptincj992;p0p1;2009;0;992;j
GW;aptincj992;p0p1;2010;0;992;j
GW;aptincj992;p0p1;2011;0;992;j
GW;aptincj992;p0p1;2012;0;992;j
GW;aptincj992;p0p1;2013;0;992;j
GW;aptincj992;p0p1;2014;0;992;j
GW;aptincj992;p0p1;2015;0;992;j
GW;aptincj992;p0p1;2016;0;992;j
GW;aptincj992;p0p1;2017;0;992;j
GW;aptincj992;p0p1;2018;0;992;j
GW;aptincj992;p0p1;2019;0;992;j
GW;aptincj992;p0p1;2020;0;992;j
GW;aptincj992;p0p1;2021;0;992;j
GW;aptincj992;p2p3;1980;0;992;j
GW;aptincj992;p2p3;1981;0;992;j
GW;aptincj992;p2p3;1982;0;992;j
GW;aptincj992;p2p3;1983;0;992;j
GW;aptincj992;p2p3;1984;0;992;j
GW;aptincj992;p2p3;1985;0;992;j
GW;aptincj992;p2p3;1986;0;992;j
GW;aptincj992;p2p3;1987;0;992;j
GW;aptincj992;p2p3;1988;0;992;j
GW;aptincj992;p2p3;1989;0;992;j
GW;aptincj992;p2p3;1990;0;992;j
GW;aptincj992;p2p3;1991;0;992;j
GW;aptincj992;p2p3;1992;0;992;j
GW;aptincj992;p2p3;1993;0;992;j
GW;aptincj992;p2p3;1994;0;992;j
GW;aptincj992;p2p3;1995;0;992;j
GW;aptincj992;p2p3;1996;0;992;j
GW;aptincj992;p2p3;1997;0;992;j
GW;aptincj992;p2p3;1998;0;992;j
GW;aptincj992;p2p3;1999;0;992;j
GW;aptincj992;p2p3;2000;0;992;j
GW;aptincj992;p2p3;2001;0;992;j
GW;aptincj992;p2p3;2002;0;992;j
GW;aptincj992;p2p3;2003;0;992;j
GW;aptincj992;p2p3;2004;0;992;j
GW;aptincj992;p2p3;2005;0;992;j
GW;aptincj992;p2p3;2006;0;992;j
GW;aptincj992;p2p3;2007;0;992;j
GW;aptincj992;p2p3;2008;0;992;j
GW;aptincj992;p2p3;2009;0;992;j
GW;aptincj992;p2p3;2010;0;992;j
GW;aptincj992;p2p3;2011;0;992;j
GW;aptincj992;p2p3;2012;0;992;j
GW;aptincj992;p2p3;2013;0;992;j
GW;aptincj992;p2p3;2014;0;992;j
GW;aptincj992;p2p3;2015;0;992;j
GW;aptincj992;p2p3;2016;0;992;j
GW;aptincj992;p2p3;2017;0;992;j
GW;aptincj992;p2p3;2018;0;992;j
GW;aptincj992;p2p3;2019;0;992;j
GW;aptincj992;p2p3;2020;0;992;j
GW;aptincj992;p2p3;2021;0;992;j
GW;agpsgoi992;p0p100;1986;59998.3;992;i
GW;agpsgoi992;p0p100;1987;52232.4;992;i
GW;aothgoi999;p0p100;1986;1295.6;999;i
GW;aothgoi999;p0p100;1987;958.3;999;i
GW;adiincj992;p99.97p100;2018;34989749;992;j
GW;adiincj992;p99.97p100;2019;35258011.3;992;j
GW;adiincj992;p99.97p100;2020;33303137.6;992;j
GW;adiincj992;p99.97p100;2021;33595078.4;992;j
GW;adiincj992;p99.97p99.98;2018;24269867.6;992;j
GW;adiincj992;p99.97p99.98;2019;24455935;992;j
GW;adiincj992;p99.97p99.98;2020;23099983.2;992;j
GW;adiincj992;p99.97p99.98;2021;23302481.5;992;j
GW;bdiincj992;p99.98p100;2018;1.50694370269775;992;j
GW;bdiincj992;p99.98p100;2019;1.50694382190704;992;j
GW;bdiincj992;p99.98p100;2020;1.50694370269775;992;j
GW;bdiincj992;p99.98p100;2021;1.50694370269775;992;j
GW;gdiincj992;p0p100;2018;0.544184164017122;992;j
GW;gdiincj992;p0p100;2019;0.543466631079162;992;j
GW;gdiincj992;p0p100;2020;0.543467511525512;992;j
GW;gdiincj992;p0p100;2021;0.543467463271361;992;j
GW;adiincj992;p99.998p100;2018;91053419.1;992;j
GW;adiincj992;p99.998p100;2019;91751519.3;992;j
GW;adiincj992;p99.998p100;2020;86664375.1;992;j
GW;adiincj992;p99.998p100;2021;87424089.4;992;j
GW;acomnxi999;p0p100;1982;-4672.5;999;i
GW;acomnxi999;p0p100;1983;-1635.5;999;i
GW;acomnxi999;p0p100;1984;-567.2;999;i
